log_id,contents_id,contents_name,description,device_code,marker_color,marker_position,marker_text,memo_text,operation_date,operation_name,page_no,process_code,user_id,user_id2,user_id3,version
67183,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,3,3,angelashih@Moodle,angelashih,angelashih,2
67185,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,4,3,angelashih@Moodle,angelashih,angelashih,2
67186,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,5,3,angelashih@Moodle,angelashih,angelashih,2
67187,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,6,3,angelashih@Moodle,angelashih,angelashih,2
67188,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,7,3,angelashih@Moodle,angelashih,angelashih,2
67189,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,8,3,angelashih@Moodle,angelashih,angelashih,2
67192,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,9,3,angelashih@Moodle,angelashih,angelashih,2
67193,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,10,3,angelashih@Moodle,angelashih,angelashih,2
67194,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,11,3,angelashih@Moodle,angelashih,angelashih,2
67195,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,12,3,angelashih@Moodle,angelashih,angelashih,2
67196,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,13,3,angelashih@Moodle,angelashih,angelashih,2
67197,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,14,3,angelashih@Moodle,angelashih,angelashih,2
67198,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,15,3,angelashih@Moodle,angelashih,angelashih,2
67199,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,16,3,angelashih@Moodle,angelashih,angelashih,2
67201,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,17,3,angelashih@Moodle,angelashih,angelashih,2
67202,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,18,3,angelashih@Moodle,angelashih,angelashih,2
67203,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,19,3,angelashih@Moodle,angelashih,angelashih,2
67204,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,20,3,angelashih@Moodle,angelashih,angelashih,2
67205,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,21,3,angelashih@Moodle,angelashih,angelashih,2
67207,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,ADD BOOKMARK,22,4,angelashih@Moodle,angelashih,angelashih,2
67208,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,22,2,angelashih@Moodle,angelashih,angelashih,2
67209,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,21,2,angelashih@Moodle,angelashih,angelashih,2
67210,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,20,2,angelashih@Moodle,angelashih,angelashih,2
67211,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,19,2,angelashih@Moodle,angelashih,angelashih,2
67212,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,18,2,angelashih@Moodle,angelashih,angelashih,2
67213,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,17,2,angelashih@Moodle,angelashih,angelashih,2
67214,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,16,2,angelashih@Moodle,angelashih,angelashih,2
67215,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,15,2,angelashih@Moodle,angelashih,angelashih,2
67216,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,14,2,angelashih@Moodle,angelashih,angelashih,2
67217,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,13,2,angelashih@Moodle,angelashih,angelashih,2
67218,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,12,2,angelashih@Moodle,angelashih,angelashih,2
67219,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,11,2,angelashih@Moodle,angelashih,angelashih,2
67220,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,10,2,angelashih@Moodle,angelashih,angelashih,2
67221,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,9,2,angelashih@Moodle,angelashih,angelashih,2
67222,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,8,2,angelashih@Moodle,angelashih,angelashih,2
67223,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,7,2,angelashih@Moodle,angelashih,angelashih,2
67224,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,6,2,angelashih@Moodle,angelashih,angelashih,2
67225,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,5,2,angelashih@Moodle,angelashih,angelashih,2
67226,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,4,2,angelashih@Moodle,angelashih,angelashih,2
67227,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,PREV,3,2,angelashih@Moodle,angelashih,angelashih,2
67228,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,2,3,angelashih@Moodle,angelashih,angelashih,2
67229,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,3,3,angelashih@Moodle,angelashih,angelashih,2
67230,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,3-1_506-193-930-522,pc,,,,多細胞生物,2018/4/25 01:32,CHANGE MEMO,4,20,angelashih@Moodle,angelashih,angelashih,2
67232,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,NEXT,4,3,angelashih@Moodle,angelashih,angelashih,2
67234,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:32,ADD BOOKMARK,5,4,angelashih@Moodle,angelashih,angelashih,2
67235,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:33,NEXT,5,3,angelashih@Moodle,angelashih,angelashih,2
67237,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,"rgb(255,255,0)","130,110,565,37,844,475", Radial symmetry—animal is organized circularly,,2018/4/25 01:33,ADD MARKER,5,16,angelashih@Moodle,angelashih,angelashih,2
67238,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:33,NEXT,5,3,angelashih@Moodle,angelashih,angelashih,2
67239,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:33,NEXT,6,3,angelashih@Moodle,angelashih,angelashih,2
67242,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,"rgb(255,0,0)","127,231,526,36,844,475", Coelomate—body cavity completely lined with mesoderm,,2018/4/25 01:33,ADD MARKER,7,16,angelashih@Moodle,angelashih,angelashih,2
67244,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:33,NEXT,7,3,angelashih@Moodle,angelashih,angelashih,2
67245,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:33,NEXT,8,3,angelashih@Moodle,angelashih,angelashih,2
67246,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:33,ADD BOOKMARK,9,4,angelashih@Moodle,angelashih,angelashih,2
67250,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:34,PREV,9,2,angelashih@Moodle,angelashih,angelashih,2
67251,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:34,PREV,9,2,angelashih@Moodle,angelashih,angelashih,2
67252,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:34,NEXT,9,3,angelashih@Moodle,angelashih,angelashih,2
67253,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:34,PREV,8,2,angelashih@Moodle,angelashih,angelashih,2
67256,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,6-1_634-139-842-473,pc,,,,Pseudocoelomates (無脊椎動物假體腔動物),2018/4/25 01:35,ADD MEMO,7,19,angelashih@Moodle,angelashih,angelashih,2
67258,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,"rgb(255,0,0)","125,171,189,26,844,475", Pseudocoelomates—b,,2018/4/25 01:35,ADD MARKER,7,16,angelashih@Moodle,angelashih,angelashih,2
67260,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,"rgb(255,0,0)","127,231,526,36,844,475",,,2018/4/25 01:35,DELETE MARKER,7,18,angelashih@Moodle,angelashih,angelashih,2
67262,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:35,NEXT,7,3,angelashih@Moodle,angelashih,angelashih,2
67263,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:36,NEXT,8,3,angelashih@Moodle,angelashih,angelashih,2
67264,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:36,NEXT,8,3,angelashih@Moodle,angelashih,angelashih,2
67266,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:36,DELETE BOOKMARK,9,6,angelashih@Moodle,angelashih,angelashih,2
67267,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:36,ADD BOOKMARK,9,4,angelashih@Moodle,angelashih,angelashih,2
67268,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:36,NEXT,9,3,angelashih@Moodle,angelashih,angelashih,2
67270,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,"rgb(255,255,0)","127,105,281,33,844,475",Flatworms: bilateral symmetry,,2018/4/25 01:36,ADD MARKER,10,16,angelashih@Moodle,angelashih,angelashih,2
67272,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:37,CLOSE,10,24,angelashih@Moodle,angelashih,angelashih,2
67273,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:37,OPEN,22,23,angelashih@Moodle,angelashih,angelashih,2
67276,06409663226af2f3114485aa4e0a23b4,1062_YCS_Biology_CH19,,pc,,,,,2018/4/25 01:37,CLOSE,22,24,angelashih@Moodle,angelashih,angelashih,2
67376,140f6969d5213fd0ece03148e62e461e,paper upload test,,,,,,,2018/4/25 01:53,REGIST CONTENTS,7,,angelashih@Moodle,angelashih,angelashih,1
67379,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,OPEN,1,23,angelashih@Moodle,angelashih,angelashih,1
67381,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,1,3,angelashih@Moodle,angelashih,angelashih,1
67382,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,2,3,angelashih@Moodle,angelashih,angelashih,1
67383,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,3,3,angelashih@Moodle,angelashih,angelashih,1
67384,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,4,3,angelashih@Moodle,angelashih,angelashih,1
67385,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,5,3,angelashih@Moodle,angelashih,angelashih,1
67386,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,6,3,angelashih@Moodle,angelashih,angelashih,1
67387,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,PREV,7,2,angelashih@Moodle,angelashih,angelashih,1
67388,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,PREV,6,2,angelashih@Moodle,angelashih,angelashih,1
67389,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,PREV,5,2,angelashih@Moodle,angelashih,angelashih,1
67390,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,PREV,4,2,angelashih@Moodle,angelashih,angelashih,1
67391,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,PREV,3,2,angelashih@Moodle,angelashih,angelashih,1
67393,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,PREV,2,2,angelashih@Moodle,angelashih,angelashih,1
67394,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,PREV,1,2,angelashih@Moodle,angelashih,angelashih,1
67395,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,1,3,angelashih@Moodle,angelashih,angelashih,1
67396,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,2,3,angelashih@Moodle,angelashih,angelashih,1
67397,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,3,3,angelashih@Moodle,angelashih,angelashih,1
67398,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,4,3,angelashih@Moodle,angelashih,angelashih,1
67399,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,5,3,angelashih@Moodle,angelashih,angelashih,1
67400,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,6,3,angelashih@Moodle,angelashih,angelashih,1
67402,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,6,3,angelashih@Moodle,angelashih,angelashih,1
67403,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:55,NEXT,6,3,angelashih@Moodle,angelashih,angelashih,1
67404,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,NEXT,7,3,angelashih@Moodle,angelashih,angelashih,1
67405,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,PREV,7,2,angelashih@Moodle,angelashih,angelashih,1
67406,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,PREV,6,2,angelashih@Moodle,angelashih,angelashih,1
67407,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,PREV,5,2,angelashih@Moodle,angelashih,angelashih,1
67408,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,PREV,4,2,angelashih@Moodle,angelashih,angelashih,1
67409,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,PREV,3,2,angelashih@Moodle,angelashih,angelashih,1
67410,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,PREV,2,2,angelashih@Moodle,angelashih,angelashih,1
67412,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,OPEN,1,23,angelashih@Moodle,angelashih,angelashih,1
67413,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,NEXT,1,3,angelashih@Moodle,angelashih,angelashih,1
67414,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,NEXT,2,3,angelashih@Moodle,angelashih,angelashih,1
67415,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,NEXT,3,3,angelashih@Moodle,angelashih,angelashih,1
67416,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,NEXT,4,3,angelashih@Moodle,angelashih,angelashih,1
67417,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,NEXT,5,3,angelashih@Moodle,angelashih,angelashih,1
67418,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,NEXT,6,3,angelashih@Moodle,angelashih,angelashih,1
67420,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,PREV,7,2,angelashih@Moodle,angelashih,angelashih,1
67421,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,PREV,6,2,angelashih@Moodle,angelashih,angelashih,1
67422,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,PREV,5,2,angelashih@Moodle,angelashih,angelashih,1
67423,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,PREV,4,2,angelashih@Moodle,angelashih,angelashih,1
67424,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:56,PREV,3,2,angelashih@Moodle,angelashih,angelashih,1
67425,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:57,PREV,2,2,angelashih@Moodle,angelashih,angelashih,1
67426,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:57,PREV,2,2,angelashih@Moodle,angelashih,angelashih,1
67427,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:57,PREV,2,2,angelashih@Moodle,angelashih,angelashih,1
67428,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:57,PREV,2,2,angelashih@Moodle,angelashih,angelashih,1
67429,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:57,PREV,1,2,angelashih@Moodle,angelashih,angelashih,1
67430,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:57,CLOSE,1,24,angelashih@Moodle,angelashih,angelashih,1
67432,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:57,OPEN,1,23,angelashih@Moodle,angelashih,angelashih,1
67433,140f6969d5213fd0ece03148e62e461e,paper upload test,https://www.researchgate.net/publication/293192399Technology,pc,,,,,2018/4/25 01:57,LINK_CLICK,1,30,angelashih@Moodle,angelashih,angelashih,1
67434,140f6969d5213fd0ece03148e62e461e,paper upload test,,pc,,,,,2018/4/25 01:57,NEXT,1,3,angelashih@Moodle,angelashih,angelashih,1
